bookTitle,authorName,average_rating,num_ratings
"Gabriel's Ghost (Dock Five Universe, #1)",Linnea Sinclair,3.72,"4,411"
American Pastoral,Philip Roth,3.94,"80,232"
Daughter of Fortune,Isabel Allende,3.93,"132,017"
"Diplomats & Admirals: From Failed Negotiations and Tragic Misjudgments to Powerful Leaders and Heroic Deeds, the Untold Story of the Pacific War from Pearl Harbor to Midway",Dale A. Jenkins,4.30,"5,496"
"The Asset (Lance Spector, #1)",Saul Herzog,4.29,"9,974"
Narcissus and Goldmund,Hermann Hesse,4.22,"62,923"
The Forgotten Palace,Alexandra Walsh,4.19,"2,532"
"Only the Good Spy Young (Gallagher Girls, #4)",Ally Carter,4.29,"67,020"
"Take Command: Find Your Inner Strength, Build Enduring Relationships, and Live the Life You Want (Dale Carnegie Books)",Joe   Hart,4.26,"6,966"
The Brothers K,David James Duncan,4.39,"15,932"
Silent Spring,Rachel Carson,4.03,"48,192"
The Starless Sea,Erin Morgenstern,3.86,"204,439"
Dark Matter,Blake Crouch,4.13,"505,950"
Half of a Yellow Sun,Chimamanda Ngozi Adichie,4.34,"159,456"
Everything I Never Told You,Celeste Ng,3.84,"551,905"
"The Iron Knight (The Iron Fey, #4)",Julie Kagawa,4.18,"85,401"
"The Opportunist (Love Me with Lies, #1)",Tarryn Fisher,4.19,"53,062"
Les Liaisons dangereuses,Pierre Choderlos de Laclos,4.06,"53,444"
"Entwined with You (Crossfire, #3)",Sylvia Day,4.18,"209,949"
"Shadow of Night (All Souls, #2)",Deborah Harkness,4.08,"241,840"
Babel,R.F. Kuang,4.20,"224,633"
Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities,Flora Rheta Schreiber,3.99,"89,482"
"Children of Time (Children of Time, #1)",Adrian Tchaikovsky,4.30,"125,584"
"The Crystal Cave (Arthurian Saga, #1)",Mary  Stewart,4.13,"46,287"
Radio Silence,Alice Oseman,4.19,"110,719"
The Pandarus File,Kyle Keyes,4.31,"6,615"
The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,4.42,"3,034,593"
"Vampire Academy Collection (Vampire Academy, #1-3)",Richelle Mead,4.61,"34,041"
Hidden Pictures,Jason Rekulak,4.15,"257,145"
"Off the Grid (Joe Pickett, #16)",C.J. Box,4.29,"19,922"
"Thinking, Fast and Slow",Daniel Kahneman,4.18,"500,362"
Marry Christmas,Linda Phillips,4.35,"1,085"
Dear Barack: The Extraordinary Partnership of Barack Obama and Angela Merkel,Claudia   Clark,4.28,"5,915"
"North and South (North and South, #1)",John Jakes,4.20,"61,164"
The Power and the Glory,Graham Greene,3.98,"39,619"
"Ahab's Wife, or The Star-Gazer",Sena Jeter Naslund,4.03,"44,649"
Honor and Polygamy,Omar Farhad,4.25,160
"The Heir (The Selection, #4)",Kiera Cass,3.64,"356,674"
Hunger,Knut Hamsun,4.05,"56,179"
"Firefly Lane (Firefly Lane, #1)",Kristin Hannah,4.17,"393,419"
"Dragonflight (Dragonriders of Pern, #1)",Anne McCaffrey,4.09,"137,350"
Uprooted,Naomi Novik,4.04,"238,206"
"The Sum of All Fears (Jack Ryan, #6)",Tom Clancy,4.06,"62,698"
"Complicate Me (The Good Ol' Boys, #1)",M.  Robinson,4.01,"10,641"
"Doctor Sleep (The Shining, #2)",Stephen King,4.13,"262,506"
Steve Jobs,Walter Isaacson,4.16,"1,249,400"
The Ball at Versailles,Danielle Steel,4.11,"7,714"
The Heart Is a Lonely Hunter,Carson McCullers,3.99,"110,456"
"Eragon, Eldest & Brisingr (Inheritance, #1-3)",Christopher Paolini,4.26,"35,973"
Women,Charles Bukowski,3.82,"78,600"
"The Lady of the Tower (The Lydiard Chronicles, #1)",Elizabeth St. John,4.18,"1,711"
"The Painter's Apprentice (Venetian Artisans, #1)",Laura Morelli,4.02,952
The Mayor of Maxwell Street,Avery Cunningham,3.56,"3,546"
"Warm Bodies (Warm Bodies, #1)",Isaac Marion,3.91,"106,250"
Yertle the Turtle and Other Stories,Dr. Seuss,4.15,"35,155"
Adhaata Asao's Liege,Afroz  Alam,4.56,175
Ghost Story,Peter Straub,3.93,"78,565"
"Doomsday Book (Oxford Time Travel, #1)",Connie Willis,4.03,"60,068"
"Four: A Divergent Story Collection (Divergent, #0.1-0.4)",Veronica Roth,3.96,"228,394"
"The Alaska Job (Case Lee, #12)",Vince Milam,4.48,"1,558"
"Lost Identity (Remmich/Miller, #1)",Karl Braungart,4.28,"5,939"
A Distant Mirror: The Calamitous 14th Century,Barbara W. Tuchman,4.05,"41,151"
"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,4.31,"270,000"
"A Suitable Boy (A Bridge of Leaves, #1)",Vikram Seth,4.12,"48,195"
Twenty Years Later,Charlie Donlea,4.23,"103,081"
The Hating Game,Sally  Thorne,3.90,"717,062"
"Strange the Dreamer (Strange the Dreamer, #1)",Laini Taylor,4.29,"121,519"
"The Wrath and the Dawn (The Wrath and the Dawn, #1)",Renée Ahdieh,4.06,"176,603"
"Lola and the Boy Next Door (Anna and the French Kiss, #2)",Stephanie Perkins,3.90,"164,235"
"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",Robert C. O'Brien,4.16,"178,812"
"The Eight (The Eight, #1)",Katherine Neville,3.92,"42,968"
Richard III,William Shakespeare,3.91,"53,931"
"Quantum Roots (Quantum Roots, #1)",Kyle Keyes,4.27,"3,184"
The Beach,Alex Garland,3.97,"87,695"
"Kiss the Girls (Alex Cross, #2)",James Patterson,3.99,"338,201"
"Magic Bleeds (Kate Daniels, #4)",Ilona Andrews,4.44,"84,243"
"The Oldest Dance (Wisdom Revolution, #2)",Misba,4.56,"8,901"
"Fang (Maximum Ride, #6)",James Patterson,4.05,"61,629"
"Masquerade (Blue Bloods, #2)",Melissa de la Cruz,3.91,"91,006"
"Blood Bound (Mercy Thompson, #2)",Patricia Briggs,4.31,"128,658"
"The Young Elites (The Young Elites, #1)",Marie Lu,3.87,"136,168"
Grendel,John Gardner,3.69,"39,186"
"Animal, Vegetable, Miracle: A Year of Food Life",Barbara Kingsolver,4.05,"110,352"
"The High Lord (Black Magician Trilogy, #3)",Trudi Canavan,4.14,"59,561"
"The Raven and the Nine (The Viking Blood and Blade Saga, #6)",Peter  Gibbons,4.47,"1,148"
"Die for Me (Revenants, #1)",Amy Plum,3.98,"55,262"
The Sunne in Splendour,Sharon Kay Penman,4.40,"21,904"
"The High Auction (Wisdom Revolution, #1)",Misba,4.58,"10,212"
"Angels' Blood (Guild Hunter, #1)",Nalini Singh,4.08,"92,510"
The Language of Flowers,Vanessa Diffenbaugh,4.09,"222,037"
"A Lady's Guide to Fortune-Hunting (A Lady's Guide, #1)",Sophie Irwin,3.92,"35,406"
"The Magicians' Guild (Black Magician Trilogy, #1)",Trudi Canavan,3.95,"84,625"
The Whalebone Theatre,Joanna   Quinn,4.07,"25,316"
"Bone Crossed (Mercy Thompson, #4)",Patricia Briggs,4.34,"110,229"
The Romantic,William  Boyd,4.16,"6,319"
A Fire Upon the Deep,Vernor Vinge,4.14,"61,396"
"Tomorrow, When the War Began (Tomorrow, #1)",John Marsden,4.04,"56,431"
Insomnia,Stephen King,3.83,"156,577"
Out of Africa,Isak Dinesen,3.92,"44,022"
"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",Jenny Han,4.02,"376,497"
"Night World, No. 3 (Night World, #7-9)",L.J. Smith,4.20,"65,607"
"My Story: ""A Child Called It"", ""The Lost Boy"", ""A Man Named Dave""",Dave Pelzer,4.22,"13,774"
"House of Sky and Breath (Crescent City, #2)",Sarah J. Maas,4.50,"465,725"
For the Love of Armin,Michael G. Kramer,4.30,"1,133"
Sons and Lovers,D.H. Lawrence,3.64,"53,213"
Seasonable Doubt,Robin      James,4.42,"1,680"
"The Boy Who Sneaks in My Bedroom Window (The Boy Who Sneaks in My Bedroom Window, #1)",Kirsty Moseley,3.85,"76,462"
Inside Out & Back Again,Thanhhà Lại,4.12,"61,642"
"Bully (Fall Away, #1)",Penelope Douglas,3.88,"197,668"
"The Emperor (The Emperor, the Son and the Thief, #1)",Robert         Reid,4.30,"5,012"
Love and Other Words,Christina Lauren,4.27,"574,831"
The Namatjira Connection (Genevieve Lenard #16),Estelle Ryan,4.34,820
"Lover Unleashed (Black Dagger Brotherhood, #9)",J.R. Ward,4.27,"93,730"
"Succubus Blues (Georgina Kincaid, #1)",Richelle Mead,3.94,"57,079"
"Hannibal (Hannibal Lecter, #3)",Thomas  Harris,3.81,"107,191"
Matterhorn,Karl Marlantes,4.26,"43,654"
"Gathering Blue (The Giver, #2)",Lois Lowry,3.82,"192,576"
Archibald Finch and the Lost Witches (Archibald Finch #1),Michel Guyon,4.08,541
Shrines of Gaiety,Kate Atkinson,3.86,"34,053"
"Child 44 (Leo Demidov, #1)",Tom Rob Smith,4.10,"85,477"
"Win (Windsor Horne Lockwood III, #1)",Harlan Coben,4.09,"67,619"
Never,Ken Follett,4.08,"56,746"
The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,3.97,"274,827"
Just Once,Karen Kingsbury,4.44,"4,237"
Master of the Game,Sidney Sheldon,4.14,"57,473"
Crossing the Seas: A Diary of My Thoughts,Yuehai Xiao,3.56,"2,001"
"The Alexandria Quartet  (The Alexandria Quartet, #1-4)",Lawrence Durrell,4.17,"11,923"
The Complete Stories,Flannery O'Connor,4.39,"39,240"
"King of Scars (King of Scars, #1)",Leigh Bardugo,4.16,"201,813"
"Lirael (Abhorsen, #2)",Garth Nix,4.29,"118,917"
"Six Crimson Cranes (Six Crimson Cranes, #1)",Elizabeth Lim,4.21,"76,496"
Quidditch Through the Ages,Kennilworthy Whisp,3.81,"178,904"
"The Demon King (Seven Realms, #1)",Cinda Williams Chima,4.16,"76,904"
The Venice Sketchbook,Rhys Bowen,4.24,"75,777"
"America's Daughter (Dancing Soul Trilogy, #2)",Maria Nhambu,4.30,"7,171"
"Dodging Satan: My Irish/Italian, Sometimes Awesome, But Mostly Creepy, Childhood",Kathleen Zamboni McCormick,4.28,"3,928"
Fire Prayers: Building Arsenals That Destroy Satanic Kingdoms,John Ramirez,4.28,"4,940"
"The Final Warning (Maximum Ride, #4)",James Patterson,3.85,"71,456"
The Source,James A. Michener,4.30,"43,537"
Ana Rocha: Shadows of Justice,Ammar Habib,4.24,"5,501"
"The Past (VanWest, #1)",Kenneth   Thomas,3.88,762
"One Last Kill (Tracy Crosswhite, #10)",Robert Dugoni,4.49,"17,293"
Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.75,"205,697"
"The Silence of the Girls (Women of Troy, #1)",Pat Barker,3.90,"91,317"
Forty-Ninth,Boris Pronsky,4.29,102
The Call of Cthulhu and Other Weird Stories,H.P. Lovecraft,4.13,"50,331"
The Southern Lawyer (Joe Hennessy Legal Thriller #1),Peter O'Mahoney,4.23,"17,237"
Less Than Zero,Bret Easton Ellis,3.60,"86,618"
The Night Tiger,Yangsze Choo,3.86,"60,161"
The Demigod Files,Rick Riordan,4.03,"111,569"
"The Kill Order (The Maze Runner, #0.4)",James Dashner,3.71,"226,185"
"Postmortem (Kay Scarpetta, #1)",Patricia Cornwell,4.03,"243,932"
"The Reptile Room (A Series of Unfortunate Events, #2)",Lemony Snicket,4.01,"226,199"
Code Name Verity,Elizabeth Wein,4.01,"118,904"
Red Storm Rising,Tom Clancy,4.20,"80,094"
"The Oedipus Cycle: Oedipus Rex, Oedipus at Colonus, Antigone",Sophocles,3.99,"67,125"
"A Wind in the Door (Time Quintet, #2)",Madeleine L'Engle,3.99,"127,515"
Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,4.10,"225,473"
Never Lie,Freida McFadden,4.11,"539,323"
"Smaragdgrün (Edelstein-Trilogie, #3)",Kerstin Gier,4.20,"100,928"
"The Hidden Oracle (The Trials of Apollo, #1)",Rick Riordan,4.16,"195,036"
An American Beauty,Shana Abe,4.17,"13,113"
Medea,Euripides,3.93,"76,554"
"The Foxhole Court (All for the Game, #1)",Nora Sakavic,4.02,"80,727"
Bossypants,Tina Fey,3.96,"1,006,932"
The Girl Who Loved Tom Gordon,Stephen King,3.63,"162,676"
The Song of Achilles,Madeline Miller,4.33,"1,497,226"
"The Survival Rule (A Rain City Legal Thriller, Book 3)",Stephen Penner,4.17,"1,875"
The Lottery and Other Stories,Shirley Jackson,4.03,"77,747"
My Name Is Red,Orhan Pamuk,3.87,"56,561"
Portnoy’s Complaint,Philip Roth,3.71,"68,552"
"The Screaming Staircase (Lockwood & Co., #1)",Jonathan Stroud,4.24,"62,671"
"Rule of Wolves (King of Scars, #2)",Leigh Bardugo,4.36,"149,154"
"Captive in the Dark (The Dark Duet, #1)",C.J. Roberts,3.94,"72,517"
"Hunt Them Down (Pierce Hunt, #1)",Simon Gervais,4.26,"10,285"
"The DUFF: Designated Ugly Fat Friend (Hamilton High, #1)",Kody Keplinger,3.80,"193,531"
"War and Remembrance (The Henry Family, #2)",Herman Wouk,4.42,"37,397"
A Storm of Infinite Beauty,Julianne MacLean,4.34,"12,286"
"After (After, #1)",Anna Todd,3.71,"330,647"
Toe to Toe (Nonie Broussard Ghost Tracker Series),Deborah Leblanc,4.22,"5,645"
Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,3.65,"134,401"
Pompeii: A Novel,Robert   Harris,3.86,"46,141"
The Collected Poems of W.B. Yeats,W.B. Yeats,4.23,"38,825"
"A Thousand Boy Kisses (A Thousand Boy Kisses, #1)",Tillie Cole,4.08,"299,509"
The Locked Door,Freida McFadden,4.08,"254,658"
"Lady, in Waiting (The Tudor Court #3)",Karen Heenan,4.33,509
"Boy of Chaotic Making (Whimbrel House, #3)",Charlie N. Holmberg,4.33,"5,532"
Katherine,Anya Seton,4.20,"33,585"
"Golden Son (Red Rising Saga, #2)",Pierce Brown,4.47,"265,763"
"Crossroads and the Himalayan Crystals (Crossroads, #1)",C. Toni Graham,4.33,"11,018"
NOS4A2,Joe Hill,4.08,"129,200"
L'Écume des jours,Boris Vian,3.93,"37,502"
Nineteen Steps,Millie Bobby Brown,3.72,"10,642"
The Savage Detectives,Roberto Bolaño,4.17,"44,244"
"The Nowhere Man (Orphan X, #2)",Gregg Andrew Hurwitz,4.15,"26,925"
God Is Not Great: How Religion Poisons Everything,Christopher Hitchens,3.96,"106,484"
"Demonglass (Hex Hall, #2)",Rachel Hawkins,4.08,"93,228"
I'm Glad My Mom Died,Jennette McCurdy,4.47,"988,496"
Move to Millions: The Proven Framework to Become a Million Dollar CEO with Grace & Ease Instead of Hustle & Grind,Darnyelle Jervey Harmon,4.29,"8,469"
"Ninth House (Alex Stern, #1)",Leigh Bardugo,4.03,"308,863"
"Soulless (Parasol Protectorate, #1)",Gail Carriger,3.90,"110,505"
"Moloka'i (Moloka'i, #1)",Alan Brennert,4.19,"130,811"
Table 21,T. Rafael Cimino,3.68,439
"Lord of Misrule (The Morganville Vampires, #5)",Rachel Caine,4.15,"47,708"
In Search of Lost Time,Marcel Proust,4.35,"12,672"
Nobody Loves a Bigfoot Like a Bigfoot Babe,Simon Okill,3.94,144
About a Boy,Nick Hornby,3.79,"136,370"
The Last Temptation of Christ,Nikos Kazantzakis,4.18,"14,489"
Eye of the Needle,Ken Follett,4.21,"156,954"
"Dead in the Family (Sookie Stackhouse, #10)",Charlaine Harris,3.90,"163,872"
"Midnight Alley (The Morganville Vampires, #3)",Rachel Caine,4.10,"60,619"
Dark State (Jason Trapp #1),Jack     Slater,4.43,"12,199"
Search and Destroy (Tom Rollins Thriller #10),Paul Heatley,4.42,"1,856"
Switch! The Lost Kingdoms of Karibu,Karen  Prince,4.16,506
"Torn (Trylle, #2)",Amanda Hocking,4.03,"70,345"
"This Man (This Man, #1)",Jodi Ellen Malpas,4.06,"113,758"
The Man Without A Face (Peter Black #2),David Archer,4.39,"4,165"
The Secret History,Donna Tartt,4.17,"748,267"
"How It Unfolds (The Far Reaches, #1)",James S.A. Corey,4.01,"8,831"
Suttree,Cormac McCarthy,4.20,"23,776"
"Beautiful Bastard (Beautiful Bastard, #1)",Christina Lauren,3.92,"208,400"
The Assassin's Betrayal (Jason Drake #1),Auston King,4.29,"3,492"
"Swift Judgment (Nate Shepherd, #7)",Michael  Stagg,4.42,"1,705"
Savage Grounds (Dalton Savage #1),L.T. Ryan,4.26,"5,971"
"Deep Sleep (Devin Gray, #1)",Steven Konkoly,4.07,"11,942"
"The Testing (The Testing, #1)",Joelle Charbonneau,4.05,"75,600"
"Opposition (Lux, #5)",Jennifer L. Armentrout,4.33,"84,944"
"Open Season (Breed Thriller, #2)",Cameron Curtis,4.44,"3,363"
"The Darkest Night (Lords of the Underworld, #1)",Gena Showalter,4.05,"84,313"
"The King of Attolia (The Queen's Thief, #3)",Megan Whalen Turner,4.39,"40,300"
Oil and Marble,Stephanie Storey,4.07,"9,998"
"No Plan B (Jack Reacher, #27)",Lee Child,3.98,"52,693"
The House on Mango Street,Sandra Cisneros,3.69,"191,690"
The Second Sex,Simone de Beauvoir,4.17,"41,764"
Intensity,Dean Koontz,4.04,"85,390"
My Year of Rest and Relaxation,Ottessa Moshfegh,3.64,"399,367"
"Tower of Dawn (Throne of Glass, #6)",Sarah J. Maas,4.27,"538,255"
"The Talented Mr. Ripley (Ripley, #1)",Patricia Highsmith,3.94,"91,730"
"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,4.69,"552,989"
"The Great Book of Amber (The Chronicles of Amber, #1-10)",Roger Zelazny,4.31,"26,105"
Post Office,Charles Bukowski,3.94,"126,446"
This Side of Paradise,F. Scott Fitzgerald,3.64,"73,892"
"Quicker (Ell Donsaii, #1)",Laurence E. Dahners,4.30,"3,410"
White Nights,Fyodor Dostoevsky,4.05,"152,797"
Beyond Good and Evil,Friedrich Nietzsche,4.03,"96,146"
Flatland: A Romance of Many Dimensions,Edwin A. Abbott,3.81,"70,382"
"On the Island (On the Island, #1)",Tracey Garvis Graves,4.11,"84,484"
Coma,Robin Cook,3.88,"51,700"
The Last Run (Peter Black #6),David Archer,4.34,"1,640"
Second Son (Second Son Chronicles #1),Pamela   Taylor,4.27,"1,467"
"World After (Penryn & the End of Days, #2)",Susan Ee,4.15,"103,945"
"Death Note, Vol. 1: Boredom (Death Note, #1)",Tsugumi Ohba,4.46,"304,297"
Nicholas Nickleby,Charles Dickens,3.94,"44,864"
"The Power of Six (Lorien Legacies, #2)",Pittacus Lore,4.14,"137,006"
The Last Guardian (Clayton White #3),Simon Gervais,4.35,"1,842"
"The Stolen Heir (The Stolen Heir Duology, #1)",Holly Black,3.99,"100,245"
"National Security (Jericho Quinn, #1)",Marc Cameron,4.12,"8,240"
"The Bear and the Nightingale (The Winternight Trilogy, #1)",Katherine Arden,4.10,"200,925"
"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.5)",Sarah J. Maas,3.77,"1,189,615"
People We Meet on Vacation,Emily Henry,3.88,"1,142,648"
"Paranormalcy (Paranormalcy, #1)",Kiersten White,3.88,"98,364"
Galatea,Madeline Miller,3.93,"89,871"
"Leviathan (Leviathan, #1)",Scott Westerfeld,3.92,"92,234"
"Messenger (The Giver, #3)",Lois Lowry,3.92,"136,992"
Animal Dreams,Barbara Kingsolver,4.07,"72,843"
"Magic Strikes (Kate Daniels, #3)",Ilona Andrews,4.43,"85,937"
Murder in the Family,Cara Hunter,3.77,"31,248"
"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,3.87,"105,163"
"Firelight (Firelight, #1)",Sophie Jordan,3.85,"68,172"
Journey to the West: A Long March from Eastern Dream to Western Reality,Biao  Wang,4.28,136
The Rum Diary,Hunter S. Thompson,3.84,"61,241"
Atlas Shrugged & The Fountainhead,Ayn Rand,4.10,"4,880"
Life for Life (Talion #3),J.K. Franko,4.38,"1,321"
Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,3.65,"191,492"
"Hell's Corner (The Camel Club, #5)",David Baldacci,4.17,"40,549"
As a Man Thinketh,James Allen,4.25,"85,091"
"Never Fade (The Darkest Minds, #2)",Alexandra Bracken,4.21,"98,148"
Child of Another Kind,Steven Decker,4.29,"5,946"
"Rebel Angels (Gemma Doyle, #2)",Libba Bray,3.94,"110,303"
The Illuminatus! Trilogy,Robert Shea,4.01,"15,689"
"The MacKinnon's Bride (The Highland Brides, #1)",Tanya Anne Crosby,3.97,"12,500"
The End of Eternity,Isaac Asimov,4.24,"56,582"
Infinite,Brian Freeman,4.04,"12,175"
"Wool Omnibus (Silo, #1)",Hugh Howey,4.22,"213,611"
"Neverseen (Keeper of the Lost Cities, #4)",Shannon Messenger,4.59,"42,938"
Good to Great: Why Some Companies Make the Leap... and Others Don't,James C. Collins,4.14,"221,952"
"Oath of Loyalty (Mitch Rapp, #21)",Kyle Mills,4.48,"20,134"
Sliding on the Snow Stone,Andy Szpuk,3.70,"1,217"
"The Physician (Cole Family Trilogy, #1)",Noah Gordon,4.40,"51,889"
My Life Next Door,Huntley Fitzpatrick,3.97,"152,315"
"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,3.95,"259,750"
"Feast of Fools (The Morganville Vampires, #4)",Rachel Caine,4.15,"53,648"
The Coworker,Freida McFadden,3.81,"211,904"
The Right Stuff,Tom Wolfe,4.23,"52,738"
Long Day’s Journey into Night,Eugene O'Neill,4.05,"40,859"
"The Vampire Armand (The Vampire Chronicles, #6)",Anne Rice,3.79,"70,119"
Diary,Chuck Palahniuk,3.64,"78,302"
"The Kiss of Deception (The Remnant Chronicles, #1)",Mary E. Pearson,3.93,"140,807"
Black Hawk Down: A Story of Modern War,Mark Bowden,4.30,"64,532"
Night Owl (Trasker #1),Andrew Mayne,4.18,"10,438"
"Persepolis Rising (The Expanse, #7)",James S.A. Corey,4.37,"71,175"
"The Fiery Heart (Bloodlines, #4)",Richelle Mead,4.34,"76,909"
Burning Evidence: A Legal Thriller filled with Gripping Courtroom Drama (Small Town Lawyer Book 4),Peter Kirkland,4.29,"1,071"
"The Mysterious Affair at Styles (Hercule Poirot, #1)",Agatha Christie,4.00,"425,304"
Book Lovers,Emily Henry,4.14,"1,063,765"
Chasing the Dragon: BY NEW BLOOD DAGGER AND SCOTTISH CRIME DEBUT SHORTLISTED AUTHOR (Betancourt Mystery Series Book 2),Mark Wightman,4.25,467
Tigana,Guy Gavriel Kay,4.09,"48,341"
Let the Great World Spin,Colum McCann,3.95,"105,102"
Percy Jackson's Greek Gods,Rick Riordan,4.44,"83,965"
Tier One (Tier One #1),Brian  Andrews,4.12,"13,833"
A Day of Reckoning,Matthew Harffy,4.34,661
The Sense of an Ending,Julian Barnes,3.74,"179,415"
The Scopas Factor,Vincent Panettiere,4.32,528
Drowning,T.J. Newman,4.17,"37,220"
The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard   Preston,4.15,"113,818"
"Abhorsen (Abhorsen, #3)",Garth Nix,4.24,"123,836"
"The Snowman (Harry Hole, #7)",Jo Nesbø,4.02,"138,815"
"Good Night, Mr. Tom",Michelle Magorian,4.31,"49,529"
"Chain of Iron (The Last Hours, #2)",Cassandra Clare,4.43,"76,376"
Credence,Penelope Douglas,3.69,"313,705"
The Runaway Bunny,Margaret Wise Brown,4.08,"81,966"
Suite Française,Irène Némirovsky,3.85,"74,283"
Chasing the Red Queen,Karen Glista,4.19,940
"Ace: What Asexuality Reveals About Desire, Society, and the Meaning of Sex",Angela  Chen,4.36,"15,188"
"Carpe Corpus (The Morganville Vampires, #6)",Rachel Caine,4.20,"49,078"
Dislocated (Mad Mick #10),Franklin Horton,4.58,933
"Hild (The Hild Sequence, #1)",Nicola Griffith,3.83,"11,415"
Book of a Thousand Days,Shannon Hale,3.96,"54,247"
"Stargazer (Evernight, #2)",Claudia Gray,3.79,"56,640"
"Ascend (Trylle, #3)",Amanda Hocking,4.08,"64,578"
The Wife in the Photo,Emily Shiner,3.76,"3,950"
The Girl Who Drank the Moon,Kelly Barnhill,4.12,"98,967"
